Country Name,Country Code,Series,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Belgium,BEL,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,1.54839,1.52317,1.51842,1.53812,1.52471,..,..,..,..,..,..,..
Belize,BLZ,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,1.59018,..,..,..,2.08959,2.17787,2.21673,..,2.32885,2.46548,2.76379,..,2.52169,2.45055,2.60107,2.83644,3.03605,3.00046,3.04738,..,..,..,..,..,..
Belize,BLZ,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,0.32832,..,..,..,0.57458,..,..,..,0.53046,0.67428,0.58234,..,0.60392,0.87183,0.85913,0.81383,0.73295,0.7113,0.7126,..,..,..,..,..,..
Belize,BLZ,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,3.04442,..,..,..,2.27573,2.50775,2.59117,..,2.73199,2.79628,3.09466,..,2.48381,2.5729,2.50282,2.26665,2.40627,2.35666,2.36524,..,..,..,..,..,..
Benin,BEN,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.78,..,..,..,..,..,..,..
Benin,BEN,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.85,..,..,..,..,..,..,..
Benin,BEN,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.32,..,..,..,..,..,..,..
Benin,BEN,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,0.54306,0.59371,0.52545,0.61212,0.73647,0.87211,0.63255,0.4584,0.67069,0.68688,1.02975,..,0.78261,0.87725,0.83003,0.75312,..,..,..,..,..,..,..,..,..
Benin,BEN,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,0.45985,0.43327,0.4683,0.47037,0.50013,0.56329,0.5291,0.47647,0.48983,0.57138,0.57423,..,0.88171,0.69997,0.64342,0.70278,..,..,..,..,..,..,..,..,..
Benin,BEN,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,1.08587,1.30966,1.16573,1.20067,1.31413,1.22128,1.36352,1.35245,1.56877,1.77528,1.94396,..,1.82121,1.66803,1.54742,1.58042,..,..,..,..,..,..,..,..,..
Bermuda,BMU,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,..,..,..,0.93,1.03983,..,..,..,..,1.20093,..,..,..,0.79039,0.75265,..,0.66609,..,..,..,..,..,..,..
Bermuda,BMU,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,..,..,..,..,..,..,..,..,..,..,0.35654,..,..,..,0.32508,..,..,0.25484,..,..,..,..,..,..,..
Bermuda,BMU,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,..,..,..,..,0.70991,0.81037,..,..,..,..,0.8156,..,..,..,0.53372,0.52138,..,0.4825,..,..,..,..,..,..,..
Bhutan,BTN,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,..,..,..,..,3.71234,..,..,2.73745,2.65632,2.22226,2.70375,..,3.12223,3.36566,3.14922,..,..,..,..,..,..,..,..,..
Bhutan,BTN,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,..,..,..,..,..,1.02518,..,..,..,0.62738,0.62328,0.52604,..,..,0.62434,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,..,..,..,..,1.27977,1.62626,..,..,1.14785,1.41325,1.23466,1.50163,..,1.24872,1.9326,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.66,..,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.78,..,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.71,..,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.37963,..,..,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.74967,..,..,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Botswana,BWA,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.02,..,..,..,..,..,..,..
Botswana,BWA,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.81,..,..,..,..,..,..,..
Botswana,BWA,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.41,..,..,..,..,..,..,..
Botswana,BWA,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,..,..,..,..,4.23042,..,3.91479,..,3.14953,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Botswana,BWA,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,..,..,..,..,..,2.97579,..,2.43367,..,3.99857,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Botswana,BWA,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,..,..,..,..,..,3.20687,..,2.43827,..,1.71681,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.69,..,..,..,..,..,..,..
Brazil,BRA,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,1.51806,1.54097,1.51378,..,1.56449,1.73737,2.13274,2.17154,2.34801,2.43721,2.52303,2.5886,2.58316,2.62737,2.56348,2.58198,2.57073,2.51894,..,..,..,..,..,..,..
Brazil,BRA,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,0.87168,0.83003,0.8847,..,0.75198,0.8508,0.81165,0.80442,0.83828,0.87355,0.9263,0.96178,1.01311,1.08613,1.14653,1.33896,1.3849,1.52052,..,..,..,..,..,..,..
Brazil,BRA,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,1.2195,1.15351,1.05777,..,1.30888,1.52359,1.55979,1.60164,1.68178,1.76903,1.76954,1.68023,1.6728,1.63935,1.59531,1.59865,1.62088,1.57747,..,..,..,..,..,..,..
British Virgin Islands,VGB,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
British Virgin Islands,VGB,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
British Virgin Islands,VGB,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
British Virgin Islands,VGB,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,0.8316,..,..,0.96935,0.95105,1.31655,1.18974,..,1.29071,1.29729,..,..,..,..,0.97765,..,0.82733,0.90823,..,..,..,..,..,..
British Virgin Islands,VGB,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,..,0.63427,..,..,..,1.04278,1.23964,1.0437,..,..,..,..,..,..,..,1.13579,..,0.82733,0.83568,..,..,..,..,..,..
British Virgin Islands,VGB,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,..,0.81017,..,..,1.08046,1.02809,0.99916,0.89646,..,0.98604,1.30037,..,..,..,..,0.85053,..,0.70432,0.72208,..,..,..,..,..,..
Brunei Darussalam,BRN,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,..,..,..,..,..,..,..,..,..,0.95744,..,..,..,1.29719,..,2.69261,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,..,..,..,..,..,..,..,..,..,..,0.49896,..,..,..,1.07039,..,0.83616,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,..,..,..,..,..,..,..,..,..,..,0.58412,..,..,..,..,..,0.86396,..,..,..,..,..,..,..,..
Bulgaria,BGR,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.98,..,..,..,..,..,..,..
Bulgaria,BGR,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.86,..,..,..,..,..,..,..
Bulgaria,BGR,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.92,..,..,..,..,..,..,..
Bulgaria,BGR,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,1.58188,1.58605,1.78373,0.92521,1.8874,1.74443,1.63981,1.79457,1.73686,1.6685,1.4768,1.36851,1.58535,..,..,..,1.53017,..,..,..,..,..,..,..
Bulgaria,BGR,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,..,0.53639,0.5145,0.78754,0.49352,0.69273,0.67485,0.60513,0.81915,0.88495,0.57489,0.60544,0.62228,0.64845,..,..,..,0.81031,..,..,..,..,..,..,..
Bulgaria,BGR,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,..,0.70349,0.68055,0.76393,0.45222,0.83409,0.76958,0.73186,0.7992,0.7957,0.76046,0.65981,0.65104,0.80247,..,..,..,0.80885,..,..,..,..,..,..,..
Burkina Faso,BFA,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.57,..,..,..,..,..,..,..
Burkina Faso,BFA,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.44,..,..,..,..,..,..,..
Burkina Faso,BFA,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.5,..,..,..,..,..,..,..
Burkina Faso,BFA,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,..,..,..,..,0.40691,0.45823,0.64132,..,..,0.63047,0.75971,0.65957,0.61912,0.68498,0.81075,0.96086,..,..,..,..,..,..,..,..
Burkina Faso,BFA,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,..,..,..,..,..,0.37738,0.44283,0.62021,..,..,0.65985,0.61019,0.63059,0.88686,0.49813,0.50104,1.51696,..,..,..,..,..,..,..,..
Burkina Faso,BFA,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,..,..,..,..,..,2.80534,2.66052,2.73486,..,..,2.11329,2.49636,2.18447,2.4414,2.65125,2.12381,..,..,..,..,..,..,..,..,..
Burundi,BDI,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.72,..,..,..,..,..,..,..
Burundi,BDI,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.31,..,..,..,..,..,..,..
Burundi,BDI,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.51,..,..,..,..,..,..,..
Burundi,BDI,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,0.9269,0.92658,0.96097,..,1.103,1.2026,..,..,1.26509,1.53637,1.89146,1.7287,1.49361,1.60778,..,..,..,..,..,..,..,..,..,..,..
Burundi,BDI,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,0.71228,0.80631,0.74918,..,0.68469,0.556,..,..,1.1014,1.13228,1.22182,1.10333,1.26929,1.45289,..,..,..,..,..,..,..,..,..,..,..
Burundi,BDI,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,0.99948,1.16394,1.28818,..,1.89711,1.87264,..,..,2.68925,3.28763,3.07716,3.1407,2.71359,2.72369,..,..,..,..,..,..,..,..,..,..,..
Cabo Verde,CPV,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cabo Verde,CPV,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cabo Verde,CPV,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cabo Verde,CPV,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,..,2.35083,..,..,..,2.52216,2.10861,2.01812,1.74972,..,1.87495,..,2.01461,1.88654,2.08519,2.16029,2.06899,..,..,..,..,..,..,..
Cabo Verde,CPV,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,..,..,1.37947,..,..,0.59069,0.72818,..,0.62209,0.74148,..,0.83574,..,0.79123,0.86761,0.97034,0.93301,0.88873,..,..,..,..,..,..,..
Cabo Verde,CPV,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,..,..,3.45098,..,..,3.41736,3.17846,2.21825,2.00435,2.34031,..,2.17571,..,1.92049,2.1303,2.07767,2.0671,1.97396,..,..,..,..,..,..,..
Cambodia,KHM,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.4,..,..,..,..,..,..,..
Cambodia,KHM,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.7,..,..,..,..,..,..,..
Cambodia,KHM,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.55,..,..,..,..,..,..,..
Cambodia,KHM,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,0.19362,..,..,..,..,..,..,..,0.68363,0.65138,0.65392,0.6882,0.85178,0.84111,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,..,..,..,..,..,..,..,..,..,0.10493,0.08968,0.08067,..,0.12508,..,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,1.03742,1.2807,1.1049,..,..,..,..,..,..,0.84998,0.76632,0.74687,0.76869,1.01919,0.92518,..,..,..,..,..,..,..,..,..,..
Cameroon,CMR,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.47,..,..,..,..,..,..,..
Cameroon,CMR,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.65,..,..,..,..,..,..,..
Cameroon,CMR,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.07,..,..,..,..,..,..,..
Cameroon,CMR,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,..,..,..,..,1.5011,1.39419,1.61129,1.4123,1.67574,1.57883,1.35211,1.41745,..,..,..,..,..,..,..,..,..,..,..,..
Cameroon,CMR,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,..,..,..,..,0.31229,0.36503,0.2878,0.32643,0.23113,0.26821,0.27071,0.41761,0.20957,0.28254,..,..,..,..,..,..,..,..,..,..,..
Cameroon,CMR,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,..,..,..,..,..,1.01237,1.05946,1.13751,0.85006,1.06333,1.02269,0.90475,0.97618,0.93778,..,..,..,..,..,..,..,..,..,..,..
Canada,CAN,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.68,..,..,..,..,..,..,..
Canada,CAN,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.66,..,..,..,..,..,..,..
Canada,CAN,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.67,..,..,..,..,..,..,..
Canada,CAN,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,..,..,..,..,..,..,..,..,..,..,1.39268,..,..,..,..,..,..,..,..,..,..,..,..,..
Canada,CAN,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,..,..,..,..,..,..,..,1.75976,1.59762,1.75028,1.90039,1.87767,..,1.32545,1.65978,1.62632,1.61437,1.65412,..,..,..,..,..,..,..
Canada,CAN,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.83267,..,..,..,..,..,..,..,..,..
Caribbean small states,CSS,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Caribbean small states,CSS,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Caribbean small states,CSS,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Caribbean small states,CSS,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Caribbean small states,CSS,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Caribbean small states,CSS,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,..,..,..,..,..,1.16206,1.40868,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,..,..,..,..,..,1.15571,1.19871,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
